clinic_name|clinic_link|id_doctor|doctor_specialization|doctor_experience
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|2|Стоматолог|22
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|3|Стоматолог-гигиенист|19
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|4|Стоматолог-ортодонт|24
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|5|Стоматолог-хирург, стоматолог-имплантолог|12
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|6|Детский стоматолог|23
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|7|Стоматолог|10
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|8|Стоматолог-ортопед|6
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|9|Стоматолог-ортопед|11
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|10|Стоматолог, детский стоматолог|32
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|11|Стоматолог-ортопед|17
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|12|Пародонтолог|10
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|13|Стоматолог-ортодонт|5
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|14|Стоматолог|8
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|15|Стоматолог, детский стоматолог|26
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|16|Стоматолог-хирург, стоматолог-имплантолог|13
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|17|Детский стоматолог|10
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|18|Стоматолог-хирург|4
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|19|Стоматолог|37
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|20|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|21|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|22|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|23|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|24|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|25|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|26|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|27|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|28|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|29|-|-
«Центр стоматологии» на Ленина|https://prodoctorov.ru/novosibirsk/lpu/3160-centr-stomatologii/|30|-|-
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|0|Стоматолог-имплантолог, стоматолог-хирург|12
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|1|Стоматолог-ортодонт|15
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|2|Стоматолог|32
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|3|Стоматолог-ортопед|32
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|4|Стоматолог|3
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|5|Стоматолог-хирург, стоматолог-имплантолог|6
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|6|Стоматолог-ортопед|12
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|7|Стоматолог|12
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|8|Стоматолог|4
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|9|Стоматолог|12
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|10|Стоматолог-гигиенист|9
Стоматология «Эдем» на Фрунзе|https://prodoctorov.ru/novosibirsk/lpu/29115-edem/|11|Анестезиолог-реаниматолог|19
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|0|Стоматолог-хирург|39
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|1|Стоматолог-хирург, стоматолог-имплантолог|23
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|2|Стоматолог|28
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|3|Стоматолог-ортопед|17
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|4|Стоматолог|13
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|5|Стоматолог-хирург|6
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|6|Стоматолог|25
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|7|Стоматолог-ортопед|16
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|8|Стоматолог-ортодонт|7
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|9|Детский стоматолог|29
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|10|Стоматолог-гигиенист|14
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|11|Стоматолог-гигиенист|8
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|12|Пародонтолог, стоматолог-имплантолог, стоматолог-хирург|27
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|13|Стоматолог|40
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|14|Стоматолог-ортодонт|37
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|15|Стоматолог|9
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|16|Стоматолог-ортопед|2
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|17|Стоматолог|28
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|18|Детский стоматолог|3
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|19|Стоматолог-хирург|-
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|20|-|-
Стоматология «Дента» на Александра Невского|https://prodoctorov.ru/novosibirsk/lpu/10492-denta/|21|-|-
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|0|Стоматолог, пародонтолог, стоматолог-хирург|13
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|1|Стоматолог|11
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|2|Стоматолог-ортодонт|7
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|3|Стоматолог, стоматолог-хирург|-
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|4|Стоматолог-ортопед|14
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|5|Детский стоматолог|10
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|6|Стоматолог-гигиенист|-
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|7|Стоматолог|18
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|8|Детский стоматолог|5
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|9|Детский стоматолог|8
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|10|Детский стоматолог|8
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|11|Стоматолог-ортопед|4
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|12|Стоматолог|-
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|13|Стоматолог|-
Стоматология «Блеск» на Геодезической|https://prodoctorov.ru/novosibirsk/lpu/49444-stomatologiya-blesk-na-geodezicheskoy/|14|Анестезиолог-реаниматолог|20
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|0|Детский стоматолог|2
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|1|Детский стоматолог|1
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|2|Стоматолог-хирург, стоматолог-имплантолог, челюстно-лицевой хирург|17
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|3|Детский стоматолог|9
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|4|Стоматолог|7
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|5|Стоматолог-гигиенист|13
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|6|Детский стоматолог|15
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|7|Детский стоматолог|16
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|8|Детский стоматолог|10
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|9|Стоматолог|12
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|10|Стоматолог-ортопед|10
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|11|Стоматолог-ортодонт|11
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|12|Детский стоматолог|16
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|13|Детский стоматолог|15
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|14|Детский стоматолог|1
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|15|Детский стоматолог|6
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|16|Стоматолог-ортодонт|3
Детская стоматология «Magickids» (ранее «UMG kids»)|https://prodoctorov.ru/novosibirsk/lpu/76756-umgkids/|17|Детский стоматолог|7
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|0|Стоматолог-ортодонт|25
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|1|Стоматолог-ортодонт|20
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|2|Пародонтолог|12
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|3|Стоматолог|14
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|4|Стоматолог|11
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|5|Стоматолог-ортодонт|6
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|6|Стоматолог, стоматолог-ортопед|24
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|7|Детский стоматолог|12
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|8|Стоматолог|5
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|9|Стоматолог-хирург|7
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|10|Стоматолог|7
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|11|Стоматолог-ортопед|22
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|12|Детский стоматолог|5
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|13|Стоматолог|1
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|14|Стоматолог|16
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|15|Стоматолог|1
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|16|Стоматолог|1
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|17|Стоматолог-гигиенист|2
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|18|Стоматолог-гигиенист|3
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|19|Стоматолог-гигиенист|7
Стоматология «Баланс белого»|https://prodoctorov.ru/novosibirsk/lpu/70018-balans-belogo/|20|-|-
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|0|Стоматолог|24
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|1|Стоматолог-хирург|13
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|2|Стоматолог|20
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|3|Стоматолог-гигиенист|20
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|4|Стоматолог|14
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|5|Стоматолог|4
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|6|Стоматолог-хирург|7
Стоматология «Виде Дент»|https://prodoctorov.ru/novosibirsk/lpu/75901-vide-dent-stomatologicheskaya-klinika/|7|Стоматолог-ортопед|14
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|0|Стоматолог|19
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|1|Стоматолог-хирург|7
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|2|Стоматолог-ортодонт|6
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|3|Стоматолог-ортопед|28
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|4|Стоматолог-хирург, стоматолог-имплантолог|4
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|5|Стоматолог-ортодонт|13
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|6|Стоматолог-имплантолог, стоматолог-хирург|17
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|7|Стоматолог|10
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|8|Стоматолог-ортопед|23
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|9|Стоматолог-ортопед|22
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|10|Стоматолог, стоматолог-хирург|-
Стоматология «Голден Дент» на Романова|https://prodoctorov.ru/novosibirsk/lpu/21877-golden-dent/|11|Стоматолог-гигиенист|21
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|0|Стоматолог-ортопед, стоматолог|23
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|1|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|2|Детский стоматолог, стоматолог|14
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|3|Стоматолог, стоматолог-ортодонт|7
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|4|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|6
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|5|Стоматолог|2
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|6|Стоматолог-ортопед|32
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|7|Стоматолог, пародонтолог, стоматолог-хирург|4
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|8|Стоматолог, стоматолог-ортопед|7
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|9|Стоматолог|2
Стоматология «Дентиформ» на Кошурникова|https://prodoctorov.ru/novosibirsk/lpu/69790-stomatologiya-dentiform-na-koshurnikova/|10|Стоматолог|2
Стоматология «Делюкс Дент»|https://prodoctorov.ru/novosibirsk/lpu/49107-delyuks-dent/|0|Стоматолог-ортопед|17
Стоматология «Делюкс Дент»|https://prodoctorov.ru/novosibirsk/lpu/49107-delyuks-dent/|1|Стоматолог|21
Стоматология «Делюкс Дент»|https://prodoctorov.ru/novosibirsk/lpu/49107-delyuks-dent/|2|Стоматолог-хирург, стоматолог-имплантолог|13
Стоматология «Делюкс Дент»|https://prodoctorov.ru/novosibirsk/lpu/49107-delyuks-dent/|3|Стоматолог|-
Стоматология «Делюкс Дент»|https://prodoctorov.ru/novosibirsk/lpu/49107-delyuks-dent/|4|Стоматолог-хирург|4
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|0|Стоматолог-хирург|39
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|1|Стоматолог-хирург, стоматолог-имплантолог|23
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|2|Стоматолог|16
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|3|Стоматолог-хирург|6
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|4|Стоматолог|27
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|5|Стоматолог|16
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|6|Стоматолог-ортопед|9
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|7|Стоматолог|7
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|8|Стоматолог|5
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|9|Стоматолог-ортодонт|37
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|10|Стоматолог|3
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|11|Стоматолог-гигиенист|8
Стоматология «Дента» на Маркса|https://prodoctorov.ru/novosibirsk/lpu/60708-stomatologiya-denta-na-marksa/|12|Стоматолог-гигиенист|3
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|0|Стоматолог-хирург, пародонтолог, стоматолог-имплантолог|22
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|1|Детский стоматолог, стоматолог|19
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|2|Стоматолог-ортопед|11
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|3|Стоматолог|13
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|4|Стоматолог-хирург, стоматолог|2
Стоматология «Дент Комплимент»|https://prodoctorov.ru/novosibirsk/lpu/65779-demokrat/|5|Стоматолог|5
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|0|Стоматолог-ортопед, стоматолог|23
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|1|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|2|Детский стоматолог, стоматолог|14
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|3|Стоматолог, стоматолог-ортодонт|7
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|4|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|6
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|5|Стоматолог|2
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|6|Детский стоматолог|10
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|7|Стоматолог-ортопед|32
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|8|Стоматолог, пародонтолог, стоматолог-хирург|4
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|9|Стоматолог, стоматолог-ортопед|7
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|10|Стоматолог, детский стоматолог|3
Стоматология «Дентиформ» на Ломоносова|https://prodoctorov.ru/novosibirsk/lpu/28988-dentiform/|11|Стоматолог|2
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|0|Стоматолог-имплантолог|29
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|1|Стоматолог-хирург, стоматолог-имплантолог|16
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|2|Пародонтолог|33
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|3|Стоматолог-ортодонт|28
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|4|Стоматолог-ортопед|7
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|5|Стоматолог|31
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|6|Стоматолог, стоматолог-гигиенист|11
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|7|Стоматолог-ортопед|10
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|8|Стоматолог|3
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|9|Ортопед|3
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|10|Стоматолог|6
Стоматология «32»|https://prodoctorov.ru/novosibirsk/lpu/28920-32/|11|Стоматолог-ортопед|7
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|0|Стоматолог-имплантолог, стоматолог-хирург|8
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|1|Стоматолог|8
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|2|Стоматолог-хирург|6
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|3|Стоматолог|8
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|4|Стоматолог|5
Стоматология «Дента» на Кирова|https://prodoctorov.ru/novosibirsk/lpu/60707-stomatologiya-denta-na-kirova/|5|Стоматолог-гигиенист|4
