clinic_name|clinic_rating|clinic_address|clinic_phone|count_doctors|clinic_link
Стоматология «Царина»|2.345|Новосибирск, Красный просп., д. 56|-|-|https://prodoctorov.ru/novosibirsk/lpu/29112-carina/
Стоматология «РеаДент»(Азалия)|2.345|Новосибирск, ул. Блюхера, д. 20|-|2|https://prodoctorov.ru/novosibirsk/lpu/28932-azaliya/
Стоматология «Дома Дент»|2.2416666666666667|Новосибирск, ул. Гоголя, д. 35|-|1|https://prodoctorov.ru/novosibirsk/lpu/95259-doma-dent/
Стоматология «Ас» на Мира|1.665|Новосибирск, ул. Мира, д. 2|-|-|https://prodoctorov.ru/novosibirsk/lpu/28944-as/
Стоматология «РекоменДент» на Большевистской|1.665|Новосибирск, ул. Большевистская, д. 37|-|14|https://prodoctorov.ru/novosibirsk/lpu/75606-nemeckaya-stomatologiya-recomendent-na-frunze/
Стоматология «Вип Дент»|1.6133333333333333|Новосибирск, ул. Серебряные ключи, д. 4|-|-|https://prodoctorov.ru/novosibirsk/lpu/89826-vip-dent/
Стоматология «Ваш доктор» на Станиставского|1.6133333333333333|Новосибирск, ул. Станиславского 2/3|-|-|https://prodoctorov.ru/novosibirsk/lpu/28952-vash-doktor/
«Актуальная стоматология» на ул. Солидарности|1.6133333333333333|Новосибирск, ул. Солидарности д. 65в|-|2|https://prodoctorov.ru/novosibirsk/lpu/63898-aktualnaya-stomatologiya-na-ul-solidarnosti/
«Социальная стоматология» на Пархоменко|1.6133333333333333|Новосибирск, ул. Пархоменко, д. 104|-|-|https://prodoctorov.ru/novosibirsk/lpu/69972-socialnaya-stomatologiya/
Стоматология на Кропоткина 267/1|1.6133333333333333|Новосибирск, ул. Кропоткина, д. 267/1|-|11|https://prodoctorov.ru/novosibirsk/lpu/67855-stomatologicheskaya-klinika-na-kropotkina-267-1/
Стоматология «МДЦ Галатея»|1.5616666666666668|Новосибирск, ул. Троллейная, д. 85|-|-|https://prodoctorov.ru/novosibirsk/lpu/29028-mdc-galateya/
«Социальная стоматология» на Блюхера|1.5616666666666668|Новосибирск, ул. Блюхера, д. 4|-|-|https://prodoctorov.ru/novosibirsk/lpu/69971-socialnaya-stomatologiya/
Стоматология «Здоровая улыбка»|1.5616666666666668|Новосибирск, пр. Дзержинского, д. 24/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/28941-antispid-sibir/
Стоматология «Новая улыбка» на Ядринцевской|1.5616666666666668|Новосибирск, ул. Ядринцевская, д. 18|-|2|https://prodoctorov.ru/novosibirsk/lpu/29047-novaya-ulybka/
Стоматология «Ас» на Киевской|1.5616666666666668|Новосибирск, ул. Киевская, д. 14|-|-|https://prodoctorov.ru/novosibirsk/lpu/67838-stomatologicheskiy-kabinet-as-na-kievskoy/
Стоматология «Эксперт»|1.5616666666666668|Новосибирск, ул. Романова, д. 55|-|7|https://prodoctorov.ru/novosibirsk/lpu/29116-ekspert/
Стоматология «Оривью»|1.51|Новосибирск, ул. Станиславского, д. 23|-|-|https://prodoctorov.ru/novosibirsk/lpu/29049-orivyu/
Стоматология «Константа Дент»|1.51|Новосибирск, ул. Максима Горького, д. 47|-|5|https://prodoctorov.ru/novosibirsk/lpu/29014-konstanta-dent/
Стоматология «Имплант 54» на Немировича-Данченко|1.51|Новосибирск, ул. Немировича-Данченко, д. 156|-|9|https://prodoctorov.ru/novosibirsk/lpu/95351-stomatologiya-implant-54-na-nemirovicha-danchenko/
Стоматология «Имплант 54» на Тургенева (ранее «Nurdent»)|1.51|Новосибирск, ул. Тургенева, д. 190|-|9|https://prodoctorov.ru/novosibirsk/lpu/28925-nurdent/
Стоматология «Профидент»|1.51|Новосибирск, ул. Тихвинская, д. 1|-|6|https://prodoctorov.ru/novosibirsk/lpu/43925-profident/
Стоматология «Птичка Тари»|1.51|Новосибирск, р. п. Ордынское, просп. Ленина, д. 26|-|6|https://prodoctorov.ru/novosibirsk/lpu/93939-ptichka-tari/
«Стоматология Мечковских»|1.4583333333333333|Новосибирск, ул. Галущака, д. 2|-|7|https://prodoctorov.ru/novosibirsk/lpu/29072-stomatologicheskaya-klinika-mechkovskih/
Стоматология «Дентикс сити»|1.4066666666666665|Новосибирск, ул Кошурникова, д. 39/1|-|7|https://prodoctorov.ru/novosibirsk/lpu/92129-dentiks-siti/
Стоматология «Династия»|1.4066666666666665|Новосибирск, ул. М. Горького, д. 79|-|4|https://prodoctorov.ru/novosibirsk/lpu/64925-dinastiya/
«Клиника доктора Че»|1.4066666666666665|Новосибирск, ул. Стартовая, д. 1|-|6|https://prodoctorov.ru/novosibirsk/lpu/64173-klinika-doktora-che/
Стоматология «Голливуд Дентал»|1.4066666666666665|Новосибирск, ул. Кавалерийская, д. 9|-|5|https://prodoctorov.ru/novosibirsk/lpu/41094-gollivud-dental/
Стоматология «Смайл»|1.4066666666666665|Новосибирск, ул. Немировича-Данченко, д. 104|-|-|https://prodoctorov.ru/novosibirsk/lpu/29062-smayl/
Стоматология «Дентал-Косметик»|1.4066666666666665|Новосибирск, ул. Крылова, д. 7/1|-|8|https://prodoctorov.ru/novosibirsk/lpu/28976-dental-kosmetik/
Стоматология «Доступная улыбка»|1.4066666666666665|Новосибирск, ул. Б. Богаткова, д. 203|-|6|https://prodoctorov.ru/novosibirsk/lpu/93394-stomatologiya-dostupnaya-ulybka-na-bogatkova/
Стоматология «Сфера стоматологии»|1.3549999999999998|Новосибирск, ул. Державина, д. 13|-|3|https://prodoctorov.ru/novosibirsk/lpu/29097-sfera-stomatologii/
Стоматология «Игия дент»|1.3549999999999998|Новосибирск, ул. Галущака, д. 2а|-|4|https://prodoctorov.ru/novosibirsk/lpu/72147-igiya-dent/
Стоматология «АбвДент» на Советской|1.3549999999999998|Новосибирск, ул. Советская, д. 81|-|6|https://prodoctorov.ru/novosibirsk/lpu/65186-abvdent/
«Клиника доктора Бурилова»|1.3549999999999998|Новосибирск, ул. Достоевского, д. 58|-|6|https://prodoctorov.ru/novosibirsk/lpu/29009-klinika-doktora-burilova/
Стоматология «Дента Геометрия»|1.3549999999999998|Новосибирск, Красный проспект, д. 17/1|-|5|https://prodoctorov.ru/novosibirsk/lpu/93744-denta-geometriya/
Стоматология «Щелкунчик»|1.3549999999999998|Новосибирск, ул. Дачная, д. 21/5|-|4|https://prodoctorov.ru/novosibirsk/lpu/29114-shelkunchik/
Стоматология «Классик-Дент»|1.3549999999999998|Новосибирск, ул. Вавилова, д. 3|-|4|https://prodoctorov.ru/novosibirsk/lpu/29008-klassik-dent/
Стоматология «Дентал-Сервис» в Кольцово|1.3033333333333335|Новосибирск, р. п. Кольцово, просп. Никольский, д. 1|-|18|https://prodoctorov.ru/novosibirsk/lpu/69476-dental-servis-layt/
Стоматология «Арта»|1.3033333333333335|Новосибирск, ул. Российская, 21|-|12|https://prodoctorov.ru/novosibirsk/lpu/28942-arta/
Стоматология «ЭлайнДент»|1.3033333333333335|Новосибирск, просп. Дзержинского, д. 1/3|-|7|https://prodoctorov.ru/novosibirsk/lpu/87535-elayndent/
Стоматология «Тамара»|1.3033333333333335|Новосибирск, ул. Аникина, д. 25-А|-|7|https://prodoctorov.ru/novosibirsk/lpu/29098-tamara/
Стоматология «Зубная Фея» в Кольцово|1.3033333333333335|Новосибирск, рп Кольцово, д. 37|-|5|https://prodoctorov.ru/novosibirsk/lpu/93019-stomatologiya-zubnaya-feya-v-kolcovo/
Стоматология «Авантис»|1.3033333333333335|Новосибирск, ул. Дуси Ковальчук, д. 250|-|3|https://prodoctorov.ru/novosibirsk/lpu/78324-avantis/
Стоматология «Дейз дент»|1.3033333333333335|Новосибирск, ул. Станиславского, д. 11|-|5|https://prodoctorov.ru/novosibirsk/lpu/61040-dyayz-dent/
Стоматология «Дентал Бьюти»|1.2516666666666667|Новосибирск, ул. Октябрьская, д. 42|-|3|https://prodoctorov.ru/novosibirsk/lpu/66781-dental-byuti/
Стоматология «Эстет»|1.2516666666666667|Новосибирск, Горский микрорайон, д. 8|-|-|https://prodoctorov.ru/novosibirsk/lpu/29122-estet/
«Семейная стоматология»|1.2516666666666667|Новосибирск, ул. Гребенщикова, д. 13|-|5|https://prodoctorov.ru/novosibirsk/lpu/78608-semyaynaya-stomatologiya/
Стоматология «Дент-Практик»|1.2516666666666667|Новосибирск, ул. Разъездная, д. 10|-|4|https://prodoctorov.ru/novosibirsk/lpu/28991-dent-praktik/
Стоматология «Эстетик Дент»|1.2516666666666667|Новосибирск, ул. Троллейная, д. 142|-|7|https://prodoctorov.ru/novosibirsk/lpu/29121-estetik-dent/
Стоматология «Доктор Ли»|1.2516666666666667|Новосибирск, ул. Сибиряков-Гвардейцев, д. 63|-|3|https://prodoctorov.ru/novosibirsk/lpu/76016-doktor-li/
Стоматология «Дентал Приват»|1.2516666666666667|Новосибирск, ул. Зыряновская, д. 55|-|4|https://prodoctorov.ru/novosibirsk/lpu/28977-dental-privat/
«Доступная стоматология» на Фадеева|1.2516666666666667|Новосибирск, ул. Фадеева, д. 66/3|-|6|https://prodoctorov.ru/novosibirsk/lpu/91915-dostupnaya-stomatologiya/
Стоматология «Дентал визион»|1.2516666666666667|Новосибирск, ул. Декабристов, д. 41|-|3|https://prodoctorov.ru/novosibirsk/lpu/82226-dental-vizion/
Стоматология «Яблоко»|1.2516666666666667|Новосибирск, ул. Мичурина, д. 43|-|6|https://prodoctorov.ru/novosibirsk/lpu/75241-yabloko/
Стоматология «Вектор-Дент»|1.2516666666666667|Новосибирск, р. п. Кольцово, д. 18|-|6|https://prodoctorov.ru/novosibirsk/lpu/83419-vektor-dent/
Стоматология «Даймонд дент кидс»|1.2516666666666667|Новосибирск, ул. Кошурникова, д. 39/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/77585-daymond-dent-kids/
Стоматология «Адажио»|1.2|Новосибирск, ул. Станиславского, д. 29|-|4|https://prodoctorov.ru/novosibirsk/lpu/28930-adazhio/
Стоматология «Ника-Н»|1.2|Новосибирск, ул. Новогодняя, д. 28/1|-|2|https://prodoctorov.ru/novosibirsk/lpu/29043-nika-n/
«Стоматологическая практика Золотаева»|1.2|Новосибирск, ул. Залесского, д. 5/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/29076-stomatologicheskaya-praktika-zolotaeva/
Стоматология «Имплант-Сибирь»|1.2|Новосибирск, ул. Коммунистическая, д. 35|-|6|https://prodoctorov.ru/novosibirsk/lpu/23375-implant-sibir/
Стоматология «Гранат» на Кулагина|1.2|Новосибирск, ул. Михаила Кулагина, д. 31|-|2|https://prodoctorov.ru/novosibirsk/lpu/96478-stomatologiya-granat-na-kulagina/
Стоматология «Ваша Улыбка»|1.2|Новосибирск, ул. Некрасова, д. 50|-|2|https://prodoctorov.ru/novosibirsk/lpu/84651-vasha-ulybka/
«Стоматология доктора Сангова»|1.2|Новосибирск, ул. Советская, д. 46/2|-|3|https://prodoctorov.ru/novosibirsk/lpu/90006-stomatologiya-doktora-sangova/
Стоматология «Константа»|1.2|Новосибирск, проезд Цветной, д. 15|-|4|https://prodoctorov.ru/novosibirsk/lpu/29015-konstanta/
«Стоматология на Залесского»|1.2|Новосибирск, ул. Залесского, 5/1|-|4|https://prodoctorov.ru/novosibirsk/lpu/40059-stomatollogiya-na-zalesskogo/
Стоматология «Ранд»|1.2|Новосибирск, ул. Лазурная, д. 16/1|-|6|https://prodoctorov.ru/novosibirsk/lpu/90432-rand/
Стоматология «Студио 32»|1.2|Новосибирск, пр. Карла Маркса, д. 43/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/28927-studio-32/
Стоматология «Частная практика»|1.2|Новосибирск, ул. Даргомыжского, д. 8а|-|4|https://prodoctorov.ru/novosibirsk/lpu/62743-chastnaya-praktika/
Стоматология «Юдент»|1.2|Новосибирск, ул. Серафимовича, д. 26/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/89703-yudent/
«33 Стоматология»|1.2|Новосибирск, ул. Выборная, д. 125/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/65187-stomatologiya-33/
«Стоматологический центр» на Богаткова|1.2|Новосибирск, ул. Бориса Богаткова, д. 165|-|3|https://prodoctorov.ru/novosibirsk/lpu/72339-stomatologicheskiy-centr/
Стоматология «Харизма»|1.2|Новосибирск, ул. Семьи Шамшиных, д. 30|-|3|https://prodoctorov.ru/novosibirsk/lpu/79999-harizma/
Стоматология «ВиваДент» («Катюша») на Красных Зорь|1.2|Новосибирск, ул. Красных Зорь, д. 1/2|-|6|https://prodoctorov.ru/novosibirsk/lpu/29007-katyusha/
Стоматология «Хороший стоматолог»|1.2|Новосибирск, ул. Есенина, д. 55|-|1|https://prodoctorov.ru/novosibirsk/lpu/29111-horoshiy-stomatolog/
Стоматология «Улыбнись!»|1.2|Новосибирск, ул. Блюхера, д. 30|-|9|https://prodoctorov.ru/novosibirsk/lpu/57403-ulybnis/
Стоматология «Успех»|1.2|Новосибирск, ул. Станиславского, д. 13|-|3|https://prodoctorov.ru/novosibirsk/lpu/29107-uspeh/
Стоматология «Весна»|0.6233333333333334|Новосибирск, ул. Плахотного, д. 72/1|-|4|https://prodoctorov.ru/novosibirsk/lpu/28957-vesna/
Стоматология «Вита-Стом» на Богаткова|0.6233333333333334|Новосибирск, ул. Бориса Богаткова, 208/3|-|4|https://prodoctorov.ru/novosibirsk/lpu/37453-vita-stom/
Стоматология «Денталь»|0.6233333333333334|Новосибирск, ул. Салтыкова-Щедрина, д. 1|-|2|https://prodoctorov.ru/novosibirsk/lpu/28983-dental/
Стоматология «Студия 32»|0.6233333333333334|Новосибирск, ул. Железнодорожная, д. 14|-|2|https://prodoctorov.ru/novosibirsk/lpu/29096-studiya-32/
Стоматология «Юса»|0.6233333333333334|Новосибирск, Красный просп., д. 94|-|2|https://prodoctorov.ru/novosibirsk/lpu/50319-yu-s-a-stomatologiya/
Стоматология «Идеал»|0.6233333333333334|Новосибирск, ул. Фрунзе, д. 230|-|4|https://prodoctorov.ru/novosibirsk/lpu/43354-ideal/
Стоматология «Линия Улыбки»|0.6233333333333334|Новосибирск, пос. Краснообск, мкр. 2, д. 226|-|5|https://prodoctorov.ru/novosibirsk/lpu/78231-liniya-ulybki/
Стоматология «Элдент» на Одоевского|0.6233333333333334|Новосибирск, ул. Одоевского, д. 1/2|-|4|https://prodoctorov.ru/novosibirsk/lpu/29118-elventis-dent/
Стоматология «Дуэт Дент»|0.6233333333333334|Новосибирск, ул. Гоголя, д. 204/1|-|2|https://prodoctorov.ru/novosibirsk/lpu/73906-duet-dent/
«Стоматология доктора Беккер» («Праксис»)|0.6233333333333334|Новосибирск, ул. Петухова, д. 82/3|-|4|https://prodoctorov.ru/novosibirsk/lpu/29089-praksis/
Стоматология «Профессорская клиника Железных»|0.6233333333333334|Новосибирск, ул. Серебрянные ключи, 6|-|7|https://prodoctorov.ru/novosibirsk/lpu/29054-professorskaya-klinika-zheleznyh/
Стоматология «Баянет»|0.6233333333333334|Новосибирск, ул. Учительская, д. 8|-|3|https://prodoctorov.ru/novosibirsk/lpu/28948-bayanet/
Стоматология «Ар-Дент»|0.5716666666666667|Новосибирск, просп. Красный, д. 313|-|2|https://prodoctorov.ru/novosibirsk/lpu/96889-ar-dent/
Стоматология «Дентал Соло»|0.5716666666666667|Новосибирск, ул. Адриена Лежена, д. 13|-|2|https://prodoctorov.ru/novosibirsk/lpu/28979-dental-solo/
Кабинет стоматолога «Норма»|0.5716666666666667|Новосибирск, ул. Танковая, д. 72|-|1|https://prodoctorov.ru/novosibirsk/lpu/29048-norma/
Стоматология «Лармадент»|0.5716666666666667|Новосибирск, пр. Дзержинского, д. 14|-|1|https://prodoctorov.ru/novosibirsk/lpu/29020-larmadent/
Стоматология «Притти Смайл»|0.5716666666666667|Новосибирск, ул. Королева, д. 29|-|5|https://prodoctorov.ru/novosibirsk/lpu/29053-pritti-smayl/
Стоматология «Улыбка» на Карла Маркса|0.5716666666666667|Новосибирск, просп. Карла Маркса, д. 29|-|6|https://prodoctorov.ru/novosibirsk/lpu/29105-ulybka/
Стоматология «21 век»|0.5716666666666667|Новосибирск, ул. Восход, д. 20|-|1|https://prodoctorov.ru/novosibirsk/lpu/29068-xxi-veka/
Стоматология «Денталь-Плюс»|0.5716666666666667|Новосибирск, ул. Ядринцевская, д. 16|-|3|https://prodoctorov.ru/novosibirsk/lpu/28981-dental-plyus/
Стоматология «Навидент»|0.5716666666666667|Новосибирск, ул. Иванова, д. 31/1|-|4|https://prodoctorov.ru/novosibirsk/lpu/29035-navident/
Стоматология «Лада-Дентал»|0.5716666666666667|Новосибирск, ул. Бориса Богаткова, 245|-|3|https://prodoctorov.ru/novosibirsk/lpu/29018-lada-dental/
Стоматология «Лаура» на Зорге 73|0.5716666666666667|Новосибирск, ул. Зорге, д. 73|-|1|https://prodoctorov.ru/novosibirsk/lpu/58618-laura/
Стоматология «Александрия»|0.5716666666666667|Новосибирск, ул. Шевченко, д. 11|-|4|https://prodoctorov.ru/novosibirsk/lpu/87337-aleksandriya/
Стоматология «Элли-С»|0.5716666666666667|Новосибирск, пр-кт Красный, д. 186/1|-|1|https://prodoctorov.ru/novosibirsk/lpu/70001-elli-s/
Стоматология «Витал-Н»|0.5716666666666667|Новосибирск, ул. Российская, д. 3|-|6|https://prodoctorov.ru/novosibirsk/lpu/28961-vital-n/
«Моя стоматология»|0.5716666666666667|Новосибирск, ул. Ключ-Камышенское Плато, д. 13|-|2|https://prodoctorov.ru/novosibirsk/lpu/82283-moya-stomatologiya/
Стоматология «Ирс дент»|0.5716666666666667|Новосибирск, ул. Гоголя, д. 21А|-|1|https://prodoctorov.ru/novosibirsk/lpu/97541-irs-dent/
Стоматология «Медина»|0.5716666666666667|Новосибирск, ул. Комсомольская, д. 4|-|2|https://prodoctorov.ru/novosibirsk/lpu/29030-medina/
Стоматология «Мрм»|0.5716666666666667|Новосибирск, ул. Мичурина, д. 23-А|-|1|https://prodoctorov.ru/novosibirsk/lpu/29032-mrm/
«Стоматология на Звездной»|0.5716666666666667|Новосибирск, ул. Звёздная, д. 9|-|3|https://prodoctorov.ru/novosibirsk/lpu/29037-stomatologicheskiy-centr-na-zvezdnoy/
Стоматология «Даяна»|0.5716666666666667|Новосибирск, ул. Мичурина, д. 19|-|4|https://prodoctorov.ru/novosibirsk/lpu/66262-stomatologiya-dayana-na-michurina/
«Стоматология Зубаревой» на Шамшиных|0.5716666666666667|Новосибирск, ул. Семьи Шамшиных, д. 18|-|2|https://prodoctorov.ru/novosibirsk/lpu/65379-stomatologiya-zubarevoy-na-shamshinyh/
Стоматология «Альтедент»|0.5716666666666667|Новосибирск, ул. Кошурникова, д. 11/1|-|3|https://prodoctorov.ru/novosibirsk/lpu/28938-altedent/
Стоматология «Вита-Стом» на Российской|0.5716666666666667|Новосибирск, ул. Российская, д. 8|-|2|https://prodoctorov.ru/novosibirsk/lpu/28962-vita-stom/
Стоматология «Дельта-Транс-С»|0.5716666666666667|Новосибирск, ул. Костычева, д. 18|-|1|https://prodoctorov.ru/novosibirsk/lpu/28974-delta-trans-s/
Стоматология «Радикс»|0.5716666666666667|Новосибирск, ул. Софийская, д. 2-Б к. 3|-|3|https://prodoctorov.ru/novosibirsk/lpu/29085-radiks/
Стоматология «С. Дент»|0.5716666666666667|Новосибирск, Ул. Танковая, д. 36|-|1|https://prodoctorov.ru/novosibirsk/lpu/56210-s-dent/
Стоматология «Юни-С»|0.5716666666666667|Новосибирск, ул. Доватора, д. 13/1|-|4|https://prodoctorov.ru/novosibirsk/lpu/29124-yuni-s/
«Клиника Доктора Железного»|0.5716666666666667|Новосибирск, ул. Рассветная, д. 5/1|-|4|https://prodoctorov.ru/novosibirsk/lpu/28994-dionis/
«Стоматология» на Октябрьской|0.5716666666666667|Новосибирск, ул. Октябрьская, д. 49|-|3|https://prodoctorov.ru/novosibirsk/lpu/29073-stomatologicheskaya-klinika-na-oktyabrskoy/
Стоматология «Дентика» («Ева Дент»)|0.5716666666666667|Новосибирск, ул. Якушева, д. 41|-|2|https://prodoctorov.ru/novosibirsk/lpu/28987-dentika/
Стоматология «Эль Диа Дент»|0.52|Новосибирск, ул. Народная, д. 52|-|1|https://prodoctorov.ru/novosibirsk/lpu/29119-el-dia-dent/
«Z3 стоматология»|0.52|Новосибирск, ул. Титова, д. 198/1, оф. 1|-|2|https://prodoctorov.ru/novosibirsk/lpu/45289-z3-stomatologiya/
«Клиника современной стоматологии»|0.52|Новосибирск, ул. Сакко и Ванцетти, д. 31/2|-|1|https://prodoctorov.ru/novosibirsk/lpu/29012-klinika-sovremennoy-stomatologii/
Стоматология «Доктор стоматолог»|0.52|Новосибирск, ул. Медкадры, д. 9|-|1|https://prodoctorov.ru/novosibirsk/lpu/61454-dr-stomatolog/
Стоматология «Венсем» на Полевой|0.52|Новосибирск, ул. Полевая, д. 7/1|-|1|https://prodoctorov.ru/novosibirsk/lpu/28955-vensem/
Медицинский центр «Радента»|0.15833333333333333|Новосибирск, ул. Дуси Ковальчук, д. 252|-|-|https://prodoctorov.ru/novosibirsk/lpu/29055-radenta/
Первый стоматологический кабинет|0.15833333333333333|Новосибирск, ул. Сибиряков-Гвардейцев, д. 22|-|-|https://prodoctorov.ru/novosibirsk/lpu/29050-pervyy-stomatologicheskiy-kabinet/
«Семейный стоматологический центр»|0.15833333333333333|Новосибирск, ул. Кубовая, д. 96|-|2|https://prodoctorov.ru/novosibirsk/lpu/92122-semyaynyy-stomatologicheskiy-centr/
Стоматология «32 Жемчужины»|0.15833333333333333|Новосибирск, ул. Красина, д. 54|-|-|https://prodoctorov.ru/novosibirsk/lpu/28919-32-zhemchuzhiny/
Стоматология «Dental Space»|0.15833333333333333|Новосибирск, просп. Димитрова, д. 16|-|-|https://prodoctorov.ru/novosibirsk/lpu/96679-dental-space/
Стоматология «Lixadent»|0.15833333333333333|Новосибирск, ул. Дуси Ковальчук, д. 270/3|-|2|https://prodoctorov.ru/novosibirsk/lpu/93055-lixadent/
Стоматология «Mydentist»|0.15833333333333333|Новосибирск, ул. Гурьевская, д. 89|-|2|https://prodoctorov.ru/novosibirsk/lpu/28923-mydentist/
Стоматология «Nota bene»|0.15833333333333333|Новосибирск, ул. Орджоникидзе, д. 37/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/28924-nota-bene/
Стоматология «АБВДент» на Кубовой|0.15833333333333333|Новосибирск, ул. Кубовая, д. 86а|-|-|https://prodoctorov.ru/novosibirsk/lpu/65188-stomatologiya-abvdent-na-kubovoy/
Стоматология «Абрис»|0.15833333333333333|Новосибирск, ул. Кропоткина, д. 271|-|-|https://prodoctorov.ru/novosibirsk/lpu/29017-stomatologicheskaya-studiya-na-kropotkina/
Стоматология «Аверс»|0.15833333333333333|Новосибирск, пр-кт Красный, д. 153а|-|-|https://prodoctorov.ru/novosibirsk/lpu/35956-avers/
Стоматология «Ак-Дента»|0.15833333333333333|Новосибирск, ул. Костычева, д. 74/1|-|2|https://prodoctorov.ru/novosibirsk/lpu/94790-ak-denta/
Стоматология «Амиго»|0.15833333333333333|Новосибирск, ул. Гусинобродское шоссе, д. 11|-|2|https://prodoctorov.ru/novosibirsk/lpu/28939-amigo/
Стоматология «Анира дентал»|0.15833333333333333|Новосибирск, ул. Железнодорожная, д. 12/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/28940-anira-dental/
Стоматология «Арт Дент»|0.15833333333333333|Новосибирск, ул. Коммунистическая, д. 60|-|-|https://prodoctorov.ru/novosibirsk/lpu/28943-art-dent/
Стоматология «Ас» на Широкой|0.15833333333333333|Новосибирск, ул. Широкая, д. 113|-|-|https://prodoctorov.ru/novosibirsk/lpu/67837-stomatologicheskiy-kabinet-as-na-shirokoy/
Стоматология «Аста»|0.15833333333333333|Новосибирск, ул. Учительская, д. 10|-|-|https://prodoctorov.ru/novosibirsk/lpu/28945-asta/
Стоматология «Аструм-Мед»|0.15833333333333333|Новосибирск, ул. Фрунзе, д. 19|-|1|https://prodoctorov.ru/novosibirsk/lpu/28946-astrum-med/
Стоматология «Аурум-Мед»|0.15833333333333333|Новосибирск, ул. Никитина, д. 20|-|-|https://prodoctorov.ru/novosibirsk/lpu/28947-aurum-med/
Стоматология «Бриз»|0.15833333333333333|Новосибирск, ул. Ленинградская, д. 101|-|-|https://prodoctorov.ru/novosibirsk/lpu/28951-briz/
Стоматология «Вайт Лайн»|0.15833333333333333|Новосибирск, ул. Большевистская, д. 20|-|-|https://prodoctorov.ru/novosibirsk/lpu/85263-vayt-layn/
Стоматология «Ваш Докторъ» на Выборной|0.15833333333333333|Новосибирск, ул. Выборная, д. 122|-|-|https://prodoctorov.ru/novosibirsk/lpu/28953-vash-doktor/
Стоматология «Ваш семейный стоматолог»|0.15833333333333333|Новосибирск, ул. Молодости д. 17|-|3|https://prodoctorov.ru/novosibirsk/lpu/28954-vash-semyaynyy-stomatolog/
Стоматология «Ваш стоматолог»|0.15833333333333333|Новосибирск, ул. Плановая, д. 50|-|-|https://prodoctorov.ru/novosibirsk/lpu/75921-vash-stomatolog/
Стоматология «Венсем» на Российской|0.15833333333333333|Новосибирск, ул. Российская, д. 8|-|-|https://prodoctorov.ru/novosibirsk/lpu/66379-stomatologiya-vensem-na-rossiyskoy/
Стоматология «Версия Сервис»|0.15833333333333333|Новосибирск, ул. Приморская, д. 35|-|-|https://prodoctorov.ru/novosibirsk/lpu/28956-versiya-servis/
Стоматология «ВиваДент» («Катюша») на Новоуральской|0.15833333333333333|Новосибирск, ул. Новоуральская, д. 12-А|-|-|https://prodoctorov.ru/novosibirsk/lpu/66367-stomatologiya-katyusha-na-novouralskoy/
Стоматология «Викнис»|0.15833333333333333|Новосибирск, ул. Станиславского, д. 2|-|1|https://prodoctorov.ru/novosibirsk/lpu/28958-viknis/
Стоматология «Витадент» в Горском микрорайоне|0.15833333333333333|Новосибирск, Горский микрорайон, д. 61|-|-|https://prodoctorov.ru/novosibirsk/lpu/28960-vitadent/
Стоматология «Вита-Дент» на Котовского|0.15833333333333333|Новосибирск, ул. Котовского, д. 31|-|2|https://prodoctorov.ru/novosibirsk/lpu/28959-vita-dent/
Стоматология «Вита-Стом» на Лескова|0.15833333333333333|Новосибирск, ул. Лескова, 29|-|-|https://prodoctorov.ru/novosibirsk/lpu/66000-stomatologiya-vita-stom-na-leskova/
Стоматология «Владент»|0.15833333333333333|Новосибирск, просп. Дзержинского, д. 24/1|-|-|https://prodoctorov.ru/novosibirsk/lpu/96323-vladent/
Стоматология «Грации»|0.15833333333333333|Новосибирск, ул. Ленина, д. 94|-|3|https://prodoctorov.ru/novosibirsk/lpu/76889-gracii-centr-stomatologii/
Стоматология «Дантист»|0.15833333333333333|Новосибирск, ул. Гурьевская, д. 47|-|-|https://prodoctorov.ru/novosibirsk/lpu/28971-dantist/
Стоматология «Дантист-А»|0.15833333333333333|Новосибирск, ул. Станционная, д. 30-А, к. 3|-|-|https://prodoctorov.ru/novosibirsk/lpu/28970-dantist-a/
Стоматология «Дантист и К»|0.15833333333333333|Новосибирск, ш. Гусинобродское, д. 35|-|-|https://prodoctorov.ru/novosibirsk/lpu/75937-dantist-i-k/
Стоматология «Дар-дент»|0.15833333333333333|Новосибирск, ул. Челюскинцев, д. 14/2|-|2|https://prodoctorov.ru/novosibirsk/lpu/67556-dar-dent/
Стоматология «Д Вита»|0.15833333333333333|Новосибирск, ул. Гребенщикова, д. 9|-|-|https://prodoctorov.ru/novosibirsk/lpu/28973-d-vita/
Стоматология «Дентал-Студио»|0.15833333333333333|Новосибирск, ул. Советская, д. 7|-|-|https://prodoctorov.ru/novosibirsk/lpu/28980-dental-studio/
Стоматология «Дентал эксперт»|0.15833333333333333|Новосибирск, ул. Немировича-Данченко, д. 146/2|-|-|https://prodoctorov.ru/novosibirsk/lpu/94105-dental-ekspert/
